Arc Voltage (V),Weld Current (A),Weld Speed (cm/min),Wire Feed Speed (m/min),Gas Flow Rate (L/min),Torch Angle (°),Base Metal Temp (°C)
-0.786050521036467,-0.4206698871871804,-0.9749638948125188,-1.0429143153332143,0.9684050148355194,-1.5880683993201379,-0.3738223027157553
1.3491784913749785,0.42325457994459986,-0.8445052503120801,-1.340869196432325,0.7830229490149814,-0.3126835098520271,1.6196959312916355
-1.4765185984195155,-0.02293914822210357,-0.4362673151406392,-0.5499344211510494,0.29871230205882604,-1.2123736256783688,1.6906625998161702
1.1780120352169958,1.35574933768625,0.48581793408354995,-0.42804378797414067,-0.06973455375949311,1.7536377451777032,-1.5221920297491387
1.6276866234286445,-1.277963454788375,1.7327185839006678,-0.07320661139247274,0.8363202929383862,0.47825285570959203,0.8906747000850496
-0.3798928284582025,-0.850152239767116,1.2774445388073006,-0.6528642891671057,-0.8900501950153733,-1.4892013536249353,1.503568655524215
-0.04336216889335521,1.4927826174977477,-0.25433519185771475,-0.9426931280544224,1.5245512122971339,-1.3409007850821317,1.3809898644363814
0.8530858811543844,1.6030776963704154,0.9339921890000228,-0.9914493813251859,0.595323607371687,1.7140909268996223,0.41326256637454145
0.0552761278756517,-0.2568984064368545,-1.0344246375440114,1.3732289023068462,-0.5053824084377571,0.03335115008118127,-0.30930714951163263
0.7254363206297868,0.4917712198503483,0.4538688782875242,1.012974364250649,1.1051242883781662,-0.9157724885927615,0.22616862208258579
1.3288706067460652,1.1017364287673777,1.4309775013826465,-0.27635766668732065,-1.270083429947476,1.1208886527284079,0.8906747000850496
-0.03465878976667883,-0.5543608918813239,-0.6146495433351168,0.696058717990686,-0.4034222722364613,-1.6473886267372595,0.21326559144176108
0.13070541364018584,0.10908071891336314,0.41836992740305057,1.0698566597332062,0.4076242657283926,-0.7279251017718771,0.4197140816949538
-1.0326462629589839,0.737428440975837,0.19827643191931754,1.6847271870922798,1.1700080114153546,0.17176501405446484,-0.4576920018811146
-1.2705386257548241,-1.5704125275568137,1.6572833132711624,0.8802490081246814,-1.103239570708992,-0.3720037372691483,-0.28995260355039554
1.7466328048265645,-1.6205466543171174,1.273007169946741,0.26808716150287254,0.3635960250960146,-0.42143726011674953,1.1745413741831887
1.3375739858727416,-1.690734431781543,-1.3769895135791768,-0.8397632600383661,0.0368601340873164,-0.30279680528250674,1.4196989563588547
0.8966027767877695,0.8259987315857068,0.14769042690894335,1.4707414088483732,0.9151076709121148,0.6166667196828756,-0.3544677567545182
0.09299077075791877,-0.9788298317852293,1.620009414842466,-0.037993761808032184,-1.0638458817221277,1.1604354710064888,-0.9351041355916222
